3.450984e+01	9.997950e-01	-7.316764e+00
3.381357e+01	9.997956e-01	-6.756161e+00
3.313095e+01	9.997961e-01	-6.134841e+00
3.246172e+01	9.997966e-01	-5.560969e+00
3.180561e+01	9.997971e-01	-5.037882e+00
3.116236e+01	9.997976e-01	-4.561726e+00
3.053173e+01	9.997981e-01	-4.128932e+00
2.991346e+01	9.997987e-01	-3.736373e+00
2.930731e+01	9.997991e-01	-3.381247e+00
2.871305e+01	9.997996e-01	-3.058360e+00
2.813044e+01	9.998001e-01	-2.731447e+00
2.755926e+01	9.998006e-01	-2.435998e+00
2.699928e+01	9.998010e-01	-2.185140e+00
2.645027e+01	9.998015e-01	-1.981399e+00
2.591203e+01	9.998020e-01	-1.830745e+00
2.538434e+01	9.998024e-01	-1.744398e+00
2.486700e+01	9.998029e-01	-1.740488e+00
2.435981e+01	9.998033e-01	-1.844450e+00
2.386255e+01	9.998037e-01	-2.105775e+00
2.337505e+01	9.998041e-01	-2.568701e+00
2.289711e+01	9.998046e-01	-3.318151e+00
2.242854e+01	9.998049e-01	-4.457007e+00
2.196916e+01	9.998053e-01	-6.124478e+00
2.151878e+01	9.998056e-01	-8.452627e+00
2.107724e+01	9.998058e-01	-1.161778e+01
2.064435e+01	9.998059e-01	-1.582066e+01
2.021996e+01	9.998060e-01	-2.121072e+01
1.980388e+01	9.998059e-01	-2.794181e+01
1.939596e+01	9.998056e-01	-3.676056e+01
1.899604e+01	9.998050e-01	-4.649169e+01
1.860396e+01	9.998042e-01	-5.747281e+01
1.821957e+01	9.998029e-01	-6.938400e+01
1.784272e+01	9.998010e-01	-8.176747e+01
1.747325e+01	9.990282e-01	-9.392717e+01
1.711103e+01	9.987810e-01	-1.059929e+02
1.675591e+01	9.984619e-01	-1.161767e+02
1.640776e+01	9.980546e-01	-1.243312e+02
1.606643e+01	9.975451e-01	-1.300002e+02
1.573180e+01	9.969314e-01	-1.328680e+02
1.540372e+01	9.961675e-01	-1.325808e+02
1.508208e+01	9.952443e-01	-1.291938e+02
1.476675e+01	9.941168e-01	-1.229108e+02
1.445759e+01	9.927246e-01	-1.141001e+02
1.415450e+01	9.911012e-01	-1.033623e+02
1.385736e+01	9.891533e-01	-9.203249e+01
1.356604e+01	9.868637e-01	-7.916731e+01
1.328043e+01	9.841823e-01	-6.627950e+01
1.300042e+01	9.810640e-01	-5.389623e+01
1.272590e+01	9.773839e-01	-4.238888e+01
1.245677e+01	9.731347e-01	-3.202939e+01
1.219291e+01	9.682598e-01	-2.293201e+01
1.193422e+01	9.626152e-01	-1.508675e+01
1.168061e+01	9.561239e-01	-8.443962e+00
1.143197e+01	9.488026e-01	-2.902572e+00
1.118821e+01	9.404514e-01	1.647674e+00
1.094923e+01	9.309681e-01	5.327125e+00
1.071493e+01	9.202566e-01	8.242011e+00
1.048522e+01	9.081217e-01	1.050153e+01
1.026002e+01	8.944697e-01	1.220027e+01
1.003924e+01	8.791538e-01	1.342344e+01
9.822783e+00	8.620316e-01	1.428139e+01
9.610571e+00	8.427274e-01	1.477105e+01
9.402521e+00	8.210940e-01	1.496661e+01
9.198550e+00	7.968817e-01	1.490897e+01
8.998579e+00	7.698672e-01	1.463309e+01
8.802528e+00	7.397575e-01	1.416568e+01
8.610322e+00	7.066165e-01	1.354167e+01
8.421885e+00	6.703359e-01	1.278186e+01
8.237142e+00	6.310655e-01	1.191527e+01
8.056022e+00	5.885398e-01	1.095495e+01
7.878453e+00	5.430229e-01	9.926958e+00
7.704366e+00	4.951209e-01	8.859145e+00
7.533692e+00	4.455544e-01	7.778866e+00
7.366365e+00	3.949324e-01	6.711000e+00
7.202319e+00	3.445006e-01	5.682608e+00
7.041489e+00	2.955731e-01	4.720700e+00
6.883813e+00	2.497038e-01	3.852385e+00
6.729228e+00	2.074837e-01	3.084993e+00
6.577675e+00	1.691391e-01	2.418741e+00
6.429094e+00	1.352075e-01	1.855373e+00
6.283425e+00	1.059181e-01	1.392585e+00
6.140613e+00	8.143904e-02	1.024154e+00
6.000601e+00	6.100461e-02	7.328908e-01
