3.450984e+01	9.997950e-01	-7.357793e+00
3.381357e+01	9.997956e-01	-6.799841e+00
3.313095e+01	9.997961e-01	-6.180387e+00
3.246172e+01	9.997966e-01	-5.607531e+00
3.180561e+01	9.997971e-01	-5.084890e+00
3.116236e+01	9.997976e-01	-4.608158e+00
3.053173e+01	9.997981e-01	-4.172949e+00
2.991346e+01	9.997987e-01	-3.776328e+00
2.930731e+01	9.997991e-01	-3.415931e+00
2.871305e+01	9.997996e-01	-3.085366e+00
2.813044e+01	9.998001e-01	-2.748212e+00
2.755926e+01	9.998006e-01	-2.435952e+00
2.699928e+01	9.998010e-01	-2.158306e+00
2.645027e+01	9.998015e-01	-1.912210e+00
2.591203e+01	9.998020e-01	-1.693954e+00
2.538434e+01	9.998024e-01	-1.500660e+00
2.486700e+01	9.998029e-01	-1.329572e+00
2.435981e+01	9.998034e-01	-1.175759e+00
2.386255e+01	9.998038e-01	-1.032811e+00
2.337505e+01	9.998042e-01	-9.041662e-01
2.289711e+01	9.998047e-01	-7.914288e-01
2.242854e+01	9.998051e-01	-6.935561e-01
2.196916e+01	9.998055e-01	-6.091081e-01
2.151878e+01	9.998059e-01	-5.370613e-01
2.107724e+01	9.998063e-01	-4.768866e-01
2.064435e+01	9.998068e-01	-4.290983e-01
2.021996e+01	9.998072e-01	-3.945938e-01
1.980388e+01	9.998075e-01	-3.765564e-01
1.939596e+01	9.998080e-01	-3.794642e-01
1.899604e+01	9.998084e-01	-4.099362e-01
1.860396e+01	9.998087e-01	-4.801010e-01
1.821957e+01	9.998091e-01	-6.046017e-01
1.784272e+01	9.998095e-01	-8.072401e-01
1.747325e+01	9.998099e-01	-1.119599e+00
1.711103e+01	9.998102e-01	-1.594964e+00
1.675591e+01	9.998105e-01	-2.271316e+00
1.640776e+01	9.998108e-01	-3.221825e+00
1.606643e+01	9.998111e-01	-4.532212e+00
1.573180e+01	9.998113e-01	-6.328639e+00
1.540372e+01	9.998115e-01	-8.707825e+00
1.508208e+01	9.998116e-01	-1.180430e+01
1.476675e+01	9.998116e-01	-1.578362e+01
1.445759e+01	9.986416e-01	-2.047855e+01
1.415450e+01	9.982722e-01	-2.644077e+01
1.385736e+01	9.978030e-01	-3.434351e+01
1.356604e+01	9.972053e-01	-4.279404e+01
1.328043e+01	9.964550e-01	-5.225983e+01
1.300042e+01	9.955674e-01	-6.248502e+01
1.272590e+01	9.943929e-01	-7.307327e+01
1.245677e+01	9.929264e-01	-8.368865e+01
1.219291e+01	9.911349e-01	-9.376340e+01
1.193422e+01	9.890051e-01	-1.019587e+02
1.168061e+01	9.864196e-01	-1.079756e+02
1.143197e+01	9.832851e-01	-1.112826e+02
1.118821e+01	9.794907e-01	-1.115291e+02
1.094923e+01	9.748458e-01	-1.085268e+02
1.071493e+01	9.692647e-01	-1.025096e+02
1.048522e+01	9.623394e-01	-9.397774e+01
1.026002e+01	9.539163e-01	-8.366697e+01
1.003924e+01	9.434838e-01	-7.225825e+01
9.822783e+00	9.306318e-01	-6.125763e+01
9.610571e+00	9.151118e-01	-4.960378e+01
9.402521e+00	8.967466e-01	-3.874061e+01
9.198550e+00	8.748792e-01	-2.900327e+01
8.998579e+00	8.487312e-01	-2.058163e+01
8.802528e+00	8.169810e-01	-1.352968e+01
8.610322e+00	7.794281e-01	-7.841091e+00
8.421885e+00	7.368861e-01	-3.387796e+00
8.237142e+00	6.905389e-01	-5.184894e-02
8.056022e+00	6.390820e-01	2.307864e+00
7.878453e+00	5.838853e-01	3.832330e+00
7.704366e+00	5.236831e-01	4.643022e+00
7.533692e+00	4.607099e-01	4.885739e+00
7.366365e+00	3.965451e-01	4.719547e+00
7.202319e+00	3.339677e-01	4.271231e+00
7.041489e+00	2.762093e-01	3.684486e+00
6.883813e+00	2.250782e-01	3.065141e+00
6.729228e+00	1.790236e-01	2.445976e+00
6.577675e+00	1.393664e-01	1.892591e+00
6.429094e+00	1.055823e-01	1.415211e+00
6.283425e+00	7.726471e-02	1.013991e+00
6.140613e+00	5.500323e-02	7.021460e-01
6.000601e+00	3.729819e-02	4.609931e-01
