1.047198e-02	3.775470e+00	1.887735e+00
1.480961e-02	8.363547e+00	4.181774e+00
2.325316e-02	2.697385e+02	5.886178e+01
3.138812e-02	3.385234e+01	6.397492e+00
4.232022e-02	1.836985e+02	2.150028e+01
5.586400e-02	1.446060e+02	1.169070e+01
7.528527e-02	9.617555e+01	4.876294e+00
1.020058e-01	6.819085e+01	2.232468e+00
1.378239e-01	6.831466e+01	1.453174e+00
1.859711e-01	7.470549e+01	1.022404e+00
2.508717e-01	7.550293e+01	6.646889e-01
3.387398e-01	9.546469e+01	5.372604e-01
4.574030e-01	1.161014e+02	4.185145e-01
6.175888e-01	1.392700e+02	3.208297e-01
8.337310e-01	1.527146e+02	2.249103e-01
1.125554e+00	1.487568e+02	1.398486e-01
1.519554e+00	1.288056e+02	7.729956e-02
2.036695e+00	1.122587e+02	4.456169e-02
2.619625e+00	9.882987e+01	4.459434e-02
