3.450984e+01	10.0
3.381357e+01	10.0
3.313095e+01	10.0
3.246172e+01	10.0
3.180561e+01	10.0
3.116236e+01	10.0
3.053173e+01	10.0
2.991346e+01	10.0
2.930731e+01	10.0
2.871305e+01	10.0
2.813044e+01	10.0
2.755926e+01	10.0
2.699928e+01	10.0
2.645027e+01	10.0
2.591203e+01	10.0
2.538434e+01	10.0
2.486700e+01	10.0
2.435981e+01	10.0
2.386255e+01	10.0
2.337505e+01	10.0
2.289711e+01	10.0
2.242854e+01	10.0
2.196916e+01	10.0
2.151878e+01	10.0
2.107724e+01	10.0
2.064435e+01	10.0
2.021996e+01	10.0
1.980388e+01	10.0
1.939596e+01	10.0
1.899604e+01	10.0
1.860396e+01	10.0
1.821957e+01	10.0
1.784272e+01	10.0
1.747325e+01	10.0
1.711103e+01	10.0
1.675591e+01	10.0
1.640776e+01	10.0
1.606643e+01	10.0
1.573180e+01	10.0
1.540372e+01	10.0
1.508208e+01	10.0
1.476675e+01	10.0
1.445759e+01	10.0
1.415450e+01	10.0
1.385736e+01	10.0
1.356604e+01	10.0
1.328043e+01	10.0
1.300042e+01	10.0
1.272590e+01	10.0
1.245677e+01	10.0
1.219291e+01	10.0
1.193422e+01	10.0
1.168061e+01	10.0
1.143197e+01	10.0
1.118821e+01	10.0
1.094923e+01	10.0
1.071493e+01	10.0
1.048522e+01	10.0
1.026002e+01	10.0
1.003924e+01	10.0
9.822783e+00	10.0
9.610571e+00	10.0
9.402521e+00	10.0
9.198550e+00	10.0
8.998579e+00	10.0
8.802528e+00	10.0
8.610322e+00	10.0
8.421885e+00	10.0
8.237142e+00	10.0
8.056022e+00	10.0
7.878453e+00	10.0
7.704366e+00	10.0
7.533692e+00	10.0
7.366365e+00	10.0
7.202319e+00	10.0
7.041489e+00	10.0
6.883813e+00	10.0
6.729228e+00	10.0
6.577675e+00	10.0
6.429094e+00	10.0
6.283425e+00	10.0
6.140613e+00	10.0
6.000601e+00	10.0
