0.1	93.3206844701
0.110882524038	69.1247099508
0.122949341369	56.1518199822
0.136329332998	49.4331361142
0.151165405432	46.6063405818
0.167616017014	46.5042947478
0.185856870357	48.5300837311
0.206082788949	52.3982054717
0.228509797994	58.2033952847
0.253377431689	66.4558103658
0.280951291598	78.0526263784
0.31152588344	94.1742022753
0.345427762589	116.463791223
0.383019021885	144.947955436
0.42470115901	185.030135905
0.470919364727	238.033241132
0.522167277791	312.24516545
0.578992257313	413.576048614
0.642001228891	553.373465128
0.711867166947	745.197709582
0.789336282506	1007.77527795
0.875235993187	1366.10368386
0.970483760531	1853.17158869
1.07609688905	2515.02121965
1.19320339167	3416.21556058
1.32305403759	4646.80638572
1.46703571126	6401.96359599
1.62668622517	9063.50357263
1.80371074465	13377.602371
2.0	20885.0103154
