1.256637e-02	4.043193e-01	1.808171e-01
1.777153e-02	7.721481e-01	2.729956e-01
2.176559e-02	6.709947e-01	3.354973e-01
2.739295e-02	1.762239e+00	3.845522e-01
3.498929e-02	2.429485e+00	3.994048e-01
4.393708e-02	4.928768e+00	5.808608e-01
5.482241e-02	6.086070e+00	5.626574e-01
6.819371e-02	1.028557e+01	6.681198e-01
8.508792e-02	1.472320e+01	6.879698e-01
1.064636e-01	2.161402e+01	7.277819e-01
1.328480e-01	2.794017e+01	6.820764e-01
1.660649e-01	2.470221e+01	4.303364e-01
2.075988e-01	1.674767e+01	2.103342e-01
2.592306e-01	1.506443e+01	1.361639e-01
3.239517e-01	1.360650e+01	8.796530e-02
4.052004e-01	1.214369e+01	5.615644e-02
5.064935e-01	1.133770e+01	3.769010e-02
6.330013e-01	1.079440e+01	2.568269e-02
7.912545e-01	1.052293e+01	1.793493e-02
9.890302e-01	1.067920e+01	1.303567e-02
1.236277e+00	1.173558e+01	1.025562e-02
1.541785e+00	1.511273e+01	9.586777e-03
1.893225e+00	2.074397e+01	1.299851e-02
2.274256e+00	3.027671e+01	3.542889e-02
