0.02513274	0.222425193174
0.03554307	0.640228816028
0.04353119	0.675432463851
0.05478589	1.49600218791
0.06997858	2.51481659082
0.08787416	3.84462092065
0.1096448	5.3705373649
0.1363874	8.51198153987
0.1701758	12.0034936915
0.2129272	16.1575904682
0.265696	21.1379392458
0.3321298	25.5521981729
0.4151976	29.1503694092
0.5184612	31.9342242242
0.6479033	34.5498830652
0.8104009	36.6548612053
1.012987	39.135198239
1.266003	44.2764600603
1.576016	56.4521196631
1.934797	74.2516698611
2.317192	104.18675972
