0.01256637	1.08572831237e+11
0.01777153	28282789.5903
0.02176559	572364.369588
0.02739295	14545.8021808
0.03498929	648.999713221
0.04393708	69.9083004951
0.05482241	13.831668658
0.06819371	4.44741425217
0.08508792	2.11110439849
0.1064636	1.40905444581
0.132848	1.2511838322
0.1660649	1.37783418535
0.2075988	1.7645520156
0.2592306	2.5194329514
0.3239517	4.26559642877
0.4052004	7.84049836405
0.5064935	14.801163127
0.6330013	28.335113117
0.7912545	54.748590227
0.9890302	106.284468393
1.236277	206.928399948
1.541785	400.744229121
1.893225	741.348249138
2.274256	1283.88399245
