0.02513274	2794.46901625
0.03554307	132.051473843
0.04353119	33.582307783
0.05478589	10.024391387
0.06997858	4.38944543103
0.08787416	3.57011271469
0.1096448	4.08983702474
0.1363874	5.53444206789
0.1701758	6.57106808064
0.2129272	7.28115499609
0.265696	8.12841476249
0.3321298	8.97763165283
0.4151976	11.4840221976
0.5184612	17.6795081152
0.6479033	31.3359318172
0.8104009	59.2852268261
1.012987	114.423721522
1.266003	222.345647457
1.576016	428.158305941
1.934797	791.667076391
2.317192	1362.43787979
